Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
MECHELEN - FH02;Units lu diff;10964;BL0222;2.0;29278273;10964;;;;Van Benedenlaan;10;;;;2020-07-15;Andreas Versteeven;SDU;1;0;0;1;0;2;0;2;Y;Y;BUILDING template
MECHELEN - FH02;Buildingtype diff;10964;BL0222;2.0;29278273;10964;;;;Van Benedenlaan;10;;;;2020-07-15;Andreas Versteeven;SDU;1;0;0;1;;;;;Y;;BUILDING template
MECHELEN - FH02;Units bu diff;10964;BL0222;2.0;29278273;10964;;;;Van Benedenlaan;10;;;;2020-07-15;Andreas Versteeven;SDU;1;0;0;1;0;2;0;2;Y;Y;BUILDING template
MECHELEN - FH02;Units total diff;10964;BL0222;2.0;29278273;10964;;;;Van Benedenlaan;10;;;;2020-07-15;Andreas Versteeven;SDU;1;0;0;1;0;2;0;2;Y;Y;BUILDING template
MECHELEN - FH02;Quadrant diff;10970;BL0207;2.0;425234;10970;37766636;Korenmarkt 55_Moensstraat 1;Korenmarkt 55_Moensstraat 1;Korenmarkt;55;;D;;2019-12-10 18:10:11;Andreas Versteeven;MDU;1;0;0;1;1;0;0;1;Y;Y;BUILDING template
MECHELEN - FH02;Quadrant diff;10986;BL0232;6.0;425239;10986;;;;Hendrik Speecqvest;2;;C;B;2020-08-04;Andreas Versteeven;MDU;1;6;1;8;2;5;1;8;N;N;BUILDING template
MECHELEN - FH02;Units lu diff;10986;BL0232;6.0;425239;10986;;;;Hendrik Speecqvest;2;;C;;2020-08-04;Andreas Versteeven;MDU;1;6;1;8;2;5;1;8;N;N;BUILDING template
MECHELEN - FH02;Units bu diff;10986;BL0232;6.0;425239;10986;;;;Hendrik Speecqvest;2;;C;;2020-08-04;Andreas Versteeven;MDU;1;6;1;8;2;5;1;8;N;N;BUILDING template
MECHELEN - FH02;Quadrant diff;1279994;BL0232;6.0;425367;1279994;;;;Hendrik Speecqvest;60;;XA;B;2020-08-04;Andreas Versteeven;MDU;0;5;1;6;0;7;0;7;Y;Y;BUILDING template
MECHELEN - FH02;Units total diff;1279994;BL0232;6.0;425367;1279994;;;;Hendrik Speecqvest;60;;XA;;2020-08-04;Andreas Versteeven;MDU;0;5;1;6;0;7;0;7;Y;Y;BUILDING template
MECHELEN - FH02;Units lu diff;1279994;BL0232;6.0;425367;1279994;;;;Hendrik Speecqvest;60;;XA;;2020-08-04;Andreas Versteeven;MDU;0;5;1;6;0;7;0;7;Y;Y;BUILDING template
MECHELEN - FH02;Units su diff;1279994;BL0232;6.0;425367;1279994;;;;Hendrik Speecqvest;60;;XA;;2020-08-04;Andreas Versteeven;MDU;0;5;1;6;0;7;0;7;Y;Y;BUILDING template
MECHELEN - FH02;Quadrant diff;1319767;BL0201;5.0;425443;1319767;;;;Zoutwerf;9;;D;B;2020-08-13;Andreas Versteeven;MDU;0;3;1;4;0;3;1;4;N;N;BUILDING template
MECHELEN - FH02;Quadrant diff;1322034;BL0205;3.0;425449;1322034;11447130;Hanswijkstraat 37-37A;Hanswijkstraat 37-37A;Hanswijkstraat;37;;XA;B;2020-08-10;Andreas Versteeven;MDU;0;7;1;8;0;8;1;9;Y;Y;BUILDING template
MECHELEN - FH02;Units lu diff;1322034;BL0205;3.0;425449;1322034;11447130;Hanswijkstraat 37-37A;Hanswijkstraat 37-37A;Hanswijkstraat;37;;XA;;2020-08-10;Andreas Versteeven;MDU;0;7;1;8;0;8;1;9;Y;Y;BUILDING template
MECHELEN - FH02;Units total diff;1322034;BL0205;3.0;425449;1322034;11447130;Hanswijkstraat 37-37A;Hanswijkstraat 37-37A;Hanswijkstraat;37;;XA;;2020-08-10;Andreas Versteeven;MDU;0;7;1;8;0;8;1;9;Y;Y;BUILDING template
MECHELEN - FH02;Units total diff;1492144;BL0225;1.0;7092697;1492144;35331825;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Vaartdijk;91;;XA;;2020-08-14;Wim Lambrechts;MDU;0;15;1;16;0;36;1;37;N;N;BUILDING template
MECHELEN - FH02;Quadrant diff;1492144;BL0225;1.0;7092697;1492144;35331825;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Vaartdijk;91;;XA;B;2020-08-14;Wim Lambrechts;MDU;0;15;1;16;0;36;1;37;N;N;BUILDING template
MECHELEN - FH02;Units lu diff;1492144;BL0225;1.0;7092697;1492144;35331825;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Vaartdijk;91;;XA;;2020-08-14;Wim Lambrechts;MDU;0;15;1;16;0;36;1;37;N;N;BUILDING template
MECHELEN - FH02;Quadrant diff;1492145;BL0225;1.0;7092698;1492145;35331836;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Vaartdijk;95;;XA;B;2020-08-14;Wim Lambrechts;MDU;0;10;1;11;0;12;1;13;N;N;BUILDING template
MECHELEN - FH02;Units total diff;1492145;BL0225;1.0;7092698;1492145;35331836;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Vaartdijk;95;;XA;;2020-08-14;Wim Lambrechts;MDU;0;10;1;11;0;12;1;13;N;N;BUILDING template
MECHELEN - FH02;Units lu diff;1492145;BL0225;1.0;7092698;1492145;35331836;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Stationsstraat 60_Vaartdijk 91-92-93-94-95;Vaartdijk;95;;XA;;2020-08-14;Wim Lambrechts;MDU;0;10;1;11;0;12;1;13;N;N;BUILDING template
