SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP
W02-D-Evere-FH01;1620969;LU;1.1;104;1;1
W02-D-Evere-FH01;1620969;LU;2.1;104;2;1
W02-D-Leuven-FH03;1522182;BU;1;;0;1
W02-D-Leuven-FH03;1522182;LU;101;;1;101
W02-D-Leuven-FH03;1522182;LU;102;;1;102
W02-D-Leuven-FH03;1522182;LU;103;;1;103
W02-D-Leuven-FH03;1522182;LU;104;;1;104
W02-D-Leuven-FH03;1522182;LU;105;;1;105
W02-D-Leuven-FH03;1522182;LU;106;;1;106
W02-D-Leuven-FH03;1522182;LU;107;;1;107
W02-D-Leuven-FH03;1522182;LU;201;;2;201
W02-D-Leuven-FH03;1522182;LU;202;;2;202
W02-D-Leuven-FH03;1522182;LU;203;;2;203
W02-D-Leuven-FH03;1522182;LU;204;;2;204
W02-D-Leuven-FH03;1522182;LU;205;;2;205
W02-D-Leuven-FH03;1522182;LU;206;;2;206
W02-D-Leuven-FH03;1522182;LU;207;;2;207
W02-D-Leuven-FH03;1522182;LU;301;;3;301
W02-D-Leuven-FH03;1522182;LU;302;;3;302
W02-D-Leuven-FH03;1522182;LU;303;;3;303
W02-D-Leuven-FH03;1522182;LU;304;;3;304
W02-D-Leuven-FH03;1522182;LU;305;;3;305
W02-D-Leuven-FH03;1522182;LU;306;;3;306
W02-D-Leuven-FH03;1522182;LU;307;;3;307
W02-D-Leuven-FH03;1522182;LU;401;;4;401
W02-D-Leuven-FH03;1522182;LU;402;;4;402
W02-D-Leuven-FH03;1522182;LU;403;;4;403
W02-D-Leuven-FH03;1522182;LU;404;;4;404
W02-D-Leuven-FH03;1522182;LU;405;;4;405
W02-D-Leuven-FH03;1522182;LU;406;;4;406
W02-D-Leuven-FH03;1522182;LU;407;;4;407
W02-D-Evere-FH01;722653;SU;SU01;129;-1;SU01
W02-D-Evere-FH01;722653;LU;1;129;0;1
W02-D-Evere-FH01;722653;LU;2;129;0;2
W02-D-Evere-FH01;722653;LU;101;129;1;101
W02-D-Evere-FH01;722653;LU;102;129;1;102
W02-D-Evere-FH01;722653;LU;103;129;1;103
W02-D-Evere-FH01;722653;LU;201;129;2;201
W02-D-Evere-FH01;722653;LU;202;129;2;202
W02-D-Evere-FH01;722653;LU;203;129;2;203
W02-D-Evere-FH01;722653;LU;301;129;3;301
W02-D-Evere-FH01;722653;LU;302;129;3;302
W02-D-Evere-FH01;722653;LU;303;129;3;303
W02-D-Evere-FH01;722653;LU;401;129;4;401
W02-D-Evere-FH01;722653;LU;402;129;4;402
W02-D-Evere-FH01;722653;LU;403;129;4;403
W02-D-Evere-FH01;722653;LU;501;129;5;501
W02-D-Evere-FH01;722653;LU;502;129;5;502
W02-D-Evere-FH01;722653;LU;503;129;5;503
W02-D-Evere-FH01;722653;LU;601;129;6;601
W02-D-Evere-FH01;722653;LU;602;129;6;602
W02-D-Evere-FH01;722653;LU;603;129;6;603
W02-D-Evere-FH01;722653;LU;701;129;7;701
W02-D-Evere-FH01;722653;LU;702;129;7;702
W02-D-Evere-FH01;722653;LU;703;129;7;703
SZ CHARLEROI FH02 BLOC 43;2027803;BU;19A;1904;0;1
SZ CHARLEROI FH02 BLOC 43;2027803;LU;19;1904;1;11
SZ CHARLEROI FH02 BLOC 43;2027803;LU;19;1904;1;12
SZ CHARLEROI FH02 BLOC 43;2027803;LU;19;1904;1;13
SZ CHARLEROI FH02 BLOC 43;2027803;BU;19;1904;2;21
SZ CHARLEROI FH02 BLOC 43;2027803;SU;;1904;0;1
W02-D-Evere-FH01;722658;SU;SU01;129;-1;SU01
W02-D-Evere-FH01;722658;BU;1;129;0;1
W02-D-Evere-FH01;722658;LU;2;129;0;2
W02-D-Evere-FH01;722658;LU;101;129;1;101
W02-D-Evere-FH01;722658;LU;102;129;1;102
W02-D-Evere-FH01;722658;LU;103;129;1;103
W02-D-Evere-FH01;722658;LU;201;129;2;201
W02-D-Evere-FH01;722658;LU;202;129;2;202
W02-D-Evere-FH01;722658;LU;203;129;2;203
W02-D-Evere-FH01;722658;LU;301;129;3;301
W02-D-Evere-FH01;722658;LU;302;129;3;302
W02-D-Evere-FH01;722658;LU;303;129;3;303
W02-D-Evere-FH01;722658;LU;401;129;4;401
W02-D-Evere-FH01;722658;LU;402;129;4;402
W02-D-Evere-FH01;722658;LU;403;129;4;403
W02-D-Evere-FH01;722658;LU;501;129;5;501
W02-D-Evere-FH01;722658;LU;502;129;5;502
W02-D-Evere-FH01;722658;LU;503;129;5;503
W02-D-Evere-FH01;722658;LU;601;129;6;601
W02-D-Evere-FH01;722658;LU;602;129;6;602
W02-D-Evere-FH01;722658;LU;603;129;6;603
W02-D-Evere-FH01;722658;LU;701;129;7;701
W02-D-Evere-FH01;722658;LU;702;129;7;702
W02-D-Evere-FH01;722658;LU;703;129;7;703
W02-D-Evere-FH01;722658;LU;801;129;8;801
W02-D-Evere-FH01;722658;LU;802;129;8;802
SZ CHARLEROI FH02 BLOC 29;2035068;BU;;1914;0;1
SZ CHARLEROI FH02 BLOC 29;2035068;LU;;1904;1;11
SZ CHARLEROI FH02 BLOC 29;2035068;LU;;1904;2;21
SZ CHARLEROI FH02 BLOC 29;2035072;BU;;1914;0;1
SZ CHARLEROI FH02 BLOC 29;2035072;LU;;1914;1;11
SZ CHARLEROI FH02 BLOC 29;2035072;LU;;1914;2;21
SZ CHARLEROI FH02 BLOC 29;2035073;BU;;1914;0;1
SZ CHARLEROI FH02 BLOC 29;2035073;LU;;1914;1;11
SZ CHARLEROI FH02 BLOC 29;2035073;LU;;1914;2;21
SZ CHARLEROI FH02 BLOC 29;466142;BU;;1915;0;1
SZ CHARLEROI FH02 BLOC 29;466142;BU;;1915;0;2
SZ CHARLEROI FH02 BLOC 29;466142;LU;;1915;1;11
SZ CHARLEROI FH02 BLOC 29;466142;LU;;1915;2;21
SZ CHARLEROI FH02 BLOC 31;2035089;BU;;1915;0;1
SZ CHARLEROI FH02 BLOC 31;2035089;LU;;1915;1;11
SZ CHARLEROI FH02 BLOC 31;2035089;LU;;1915;2;21
