SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP
;NB-100018A0608;SU;A;;0;U202
;NB-100018A0608;SU;A;;0;U201
;NB-107018bbb873;SU;;;0;U109
;NB-100012566032;SU;;;0;U109
;NB-1000136279b70;SU;;;0;U107
;NB-107018bbb873;SU;;;0;U106
;NB-107018bbb873;SU;;;0;U105
;NB-100010969288;SU;;;0;U105
;NB-1000136279b70;SU;;;0;U105
;NB-1000136279b70;SU;;;0;U103
;NB-1000201ab8220;SU;;;0;U102
;NB-1000301898f22;SU;;;0;U102
;NB-1000401fb1f52;SU;;;0;U102
;4191311;SU;;;0;U101
;3515388;SU;;;0;U101
;NB-1000101888467;SU;;;0;U101
;NB-1000201ab8220;SU;;;0;U101
;NB-1000301898f22;SU;;;0;U101
;NB-1000401fb1f52;SU;;;0;U101
;NB-107018bbb873;SU;;;0;U101
;NB-100012566032;SU;;;0;U101
;NB-100010969288;SU;;;0;U101
;NB-1000136279b70;SU;;;0;U101
;NB-1000576ac501;SU;;;0;U101
;3511383;SU;;;0;U101
;NB-100017Add21;BU;0;;0;0
;NB-83015159e938;LU;0;;0;1
W03-C-Antwerpen-West-FH01;1892380;LU;1;;0;1
W03-C-Antwerpen-West-FH01;1892421;LU;1;;0;1
W03-C-Antwerpen-West-FH01;1454935;LU;1;;0;1
W03-C-Antwerpen-West-FH01;108958;LU;1;;0;1
W03-C-Antwerpen-West-FH01;1892380;LU;1;;0;1
W03-C-Antwerpen-West-FH01;4048591;LU;1;;0;1
;NB-8800165B0b53;LU;1;;0;1
;NB-8800165A0c38;LU;1;;0;1
;3047026;BU;1;;0;1
;NB-8800165A0c38;LU;1;;0;1
;NB-8800165B0b53;LU;1;;0;1
;NB-8800410de277;LU;1;;0;1
;NB-880051989c71;BU;1;;0;1
;NB-88001af6827;LU;1;;0;1
;NB-8800165A0c38;LU;11;;1;1
;NB-88001af6827;LU;11;;1;1
;NB-1000136279b70;LU;13;;0;1
;NB-88001af6827;LU;14;;1;1
;NB-8800165A0c38;LU;21;;2;1
