Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH06;721;;BL0615;721;BL0615;BUILDING template;Eiermarkt;20;
ANTWERPEN-WEST - FH06;12599;;BL0611;12599;BL0611;BUILDING template;Schoenmarkt;2;
ANTWERPEN-WEST - FH06;12601;;BL0607;12601;BL0607;BUILDING template;Lombardenstraat;2;
ANTWERPEN-WEST - FH06;12605;;BL0604;12605;BL0604;BUILDING template;Vleminckveld;6;
ANTWERPEN-WEST - FH06;12607;;BL0603;12607;BL0603;BUILDING template;Mechelseplein;6;
ANTWERPEN-WEST - FH06;12633;;BL0605;12633;BL0605;BUILDING template;Oudaan;32;
ANTWERPEN-WEST - FH06;12649;;BL0619;12649;BL0619;BUILDING template;Eiermarkt;31;
ANTWERPEN-WEST - FH06;49247;;BL0610;49247;BL0610;BUILDING template;Groenplaats;43;
ANTWERPEN-WEST - FH06;49251;;BL0611;49251;BL0611;BUILDING template;Schrijnwerkersstraat;22;
ANTWERPEN-WEST - FH06;49252;;BL0611;49252;BL0611;BUILDING template;Schrijnwerkersstraat;4;
ANTWERPEN-WEST - FH06;49253;;BL0612;49253;BL0612;BUILDING template;Schoenmarkt;12;
ANTWERPEN-WEST - FH06;49254;;BL0611;49254;BL0611;BUILDING template;Schoenmarkt;10;
ANTWERPEN-WEST - FH06;49255;;BL0612;49255;BL0612;BUILDING template;Schoenmarkt;20;
ANTWERPEN-WEST - FH06;49256;;BL0612;49256;BL0612;BUILDING template;Meirbrug;2;
ANTWERPEN-WEST - FH06;49257;;BL0612;49257;BL0612;BUILDING template;Meirbrug;4;
ANTWERPEN-WEST - FH06;54870;;BL0607;54870;BL0607;BUILDING template;Lombardenvest;34;
ANTWERPEN-WEST - FH06;54874;;BL0607;54874;BL0607;BUILDING template;Lombardenvest;2;
ANTWERPEN-WEST - FH06;54876;;BL0608;54876;BL0608;BUILDING template;Lombardenvest;80;
ANTWERPEN-WEST - FH06;54877;;BL0607;54877;BL0607;BUILDING template;Lombardenvest;20;
ANTWERPEN-WEST - FH06;54878;;BL0607;54878;BL0607;BUILDING template;Lombardenvest;24;
ANTWERPEN-WEST - FH06;54879;;BL0608;54879;BL0608;BUILDING template;Lombardenvest;64;
ANTWERPEN-WEST - FH06;54880;;BL0608;54880;BL0608;BUILDING template;Lombardenvest;54;
ANTWERPEN-WEST - FH06;54881;;BL0608;54881;BL0608;BUILDING template;Lombardenvest;66;
ANTWERPEN-WEST - FH06;54882;;BL0608;54882;BL0608;BUILDING template;Lombardenvest;68;
ANTWERPEN-WEST - FH06;54883;;BL0608;54883;BL0608;BUILDING template;Lombardenvest;62;
ANTWERPEN-WEST - FH06;54884;;BL0608;54884;BL0608;BUILDING template;Lombardenvest;58;
ANTWERPEN-WEST - FH06;54886;;BL0608;54886;BL0608;BUILDING template;Lombardenvest;74;
ANTWERPEN-WEST - FH06;54887;;BL0608;54887;BL0608;BUILDING template;Lombardenvest;60;
ANTWERPEN-WEST - FH06;54888;;BL0608;54888;BL0608;BUILDING template;Lombardenvest;52;
ANTWERPEN-WEST - FH06;54889;;BL0607;54889;BL0607;BUILDING template;Kammenstraat;57;
ANTWERPEN-WEST - FH06;54890;;BL0607;54890;BL0607;BUILDING template;Kammenstraat;55;
ANTWERPEN-WEST - FH06;54891;;BL0607;54891;BL0607;BUILDING template;Kammenstraat;19;
ANTWERPEN-WEST - FH06;54892;;BL0607;54892;BL0607;BUILDING template;Kammenstraat;21;
ANTWERPEN-WEST - FH06;54893;;BL0607;54893;BL0607;BUILDING template;Kammenstraat;67;
ANTWERPEN-WEST - FH06;54894;;BL0608;54894;BL0608;BUILDING template;Korte Gasthuisstraat;2;
ANTWERPEN-WEST - FH06;54895;;BL0608;54895;BL0608;BUILDING template;Korte Gasthuisstraat;34;
ANTWERPEN-WEST - FH06;54896;;BL0608;54896;BL0608;BUILDING template;Korte Gasthuisstraat;24;
ANTWERPEN-WEST - FH06;54897;;BL0608;54897;BL0608;BUILDING template;Everdijstraat;53;
ANTWERPEN-WEST - FH06;54899;;BL0607;54899;BL0607;BUILDING template;Everdijstraat;23;
ANTWERPEN-WEST - FH06;54901;;BL0607;54901;BL0607;BUILDING template;Everdijstraat;11;
ANTWERPEN-WEST - FH06;54902;;BL0606;54902;BL0606;BUILDING template;Everdijstraat;30;
ANTWERPEN-WEST - FH06;54903;;BL0607;54903;BL0607;BUILDING template;Everdijstraat;7;
ANTWERPEN-WEST - FH06;54904;;BL0607;54904;BL0607;BUILDING template;Everdijstraat;1;
ANTWERPEN-WEST - FH06;55285;;BL0605;55285;BL0605;BUILDING template;Lange Gasthuisstraat;8;
ANTWERPEN-WEST - FH06;55287;;BL0604;55287;BL0604;BUILDING template;Rosier;25;
ANTWERPEN-WEST - FH06;55288;;BL0604;55288;BL0604;BUILDING template;Rosier;23;
ANTWERPEN-WEST - FH06;55290;;BL0604;55290;BL0604;BUILDING template;Rosier;17;
ANTWERPEN-WEST - FH06;55291;;BL0604;55291;BL0604;BUILDING template;Rosier;47;
ANTWERPEN-WEST - FH06;55292;;BL0604;55292;BL0604;BUILDING template;Rosier;1;
ANTWERPEN-WEST - FH06;55294;;BL0604;55294;BL0604;BUILDING template;Vleminckveld;8;
ANTWERPEN-WEST - FH06;55296;;BL0604;55296;BL0604;BUILDING template;Vleminckveld;60;
ANTWERPEN-WEST - FH06;55298;;BL0605;55298;BL0605;BUILDING template;Vleminckveld;43;
ANTWERPEN-WEST - FH06;55309;;BL0605;55309;BL0605;BUILDING template;Oudaan;14;
ANTWERPEN-WEST - FH06;55310;;BL0605;55310;BL0605;BUILDING template;Oudaan;2;
ANTWERPEN-WEST - FH06;55312;;BL0605;55312;BL0605;BUILDING template;Oudaan;12;
ANTWERPEN-WEST - FH06;55313;;BL0605;55313;BL0605;BUILDING template;Oudaan;20;
ANTWERPEN-WEST - FH06;55316;;BL0606;55316;BL0606;BUILDING template;Everdijstraat;2;
ANTWERPEN-WEST - FH06;55346;;BL0606;55346;BL0606;BUILDING template;Oudaan;1;
ANTWERPEN-WEST - FH06;55481;;BL0603;55481;BL0603;BUILDING template;Mechelseplein;20;
ANTWERPEN-WEST - FH06;55483;;BL0602;55483;BL0602;BUILDING template;Bervoetstraat;1;
ANTWERPEN-WEST - FH06;55484;;BL0602;55484;BL0602;BUILDING template;Bervoetstraat;55;
ANTWERPEN-WEST - FH06;55485;;BL0602;55485;BL0602;BUILDING template;Bervoetstraat;47;
ANTWERPEN-WEST - FH06;55486;;BL0602;55486;BL0602;BUILDING template;Bervoetstraat;49;
ANTWERPEN-WEST - FH06;55500;;BL0602;55500;BL0602;BUILDING template;Begijnenstraat;85;
ANTWERPEN-WEST - FH06;55501;;BL0602;55501;BL0602;BUILDING template;Begijnenstraat;31;
ANTWERPEN-WEST - FH06;55503;;BL0602;55503;BL0602;BUILDING template;Begijnenstraat;1;
ANTWERPEN-WEST - FH06;55504;;BL0602;55504;BL0602;BUILDING template;Vleminckveld;62;
