12625905;W02-D-Evere-FH02;27683;1288382;11155468;5538832;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
12625905;W02-D-Evere-FH02;27683;1288382;11155469;5538833;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
12625905;W02-D-Evere-FH02;27683;1288382;11155470;5538834;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
12625905;W02-D-Evere-FH02;27683;1288382;11155471;5538835;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
12625905;W02-D-Evere-FH02;27683;1288382;11155472;5538836;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
12625905;W02-D-Evere-FH02;27683;1288382;11155473;5538837;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
12625905;W02-D-Evere-FH02;27683;1288382;11155474;5538838;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
12625905;W02-D-Evere-FH02;27683;1288382;11155475;5538839;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
12625905;W02-D-Evere-FH02;27683;1288382;11155476;5538840;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
12625905;W02-D-Evere-FH02;27683;1288382;11155477;5538841;W02-D-Evere-FH02;Trevi Group;Leopold Wienerlaan 127 B11;1170;Brussel;26757323;info@trevi.be;20200206;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;0;87;4;20191021;;;;;;;;;;;;;20190915;20201231
