Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
MECHELEN - FH02;Units lu diff;10964;BL0222;2;29278273;10964;;;;Van Benedenlaan;10;;;;2020-07-15;Andreas Versteeven;SDU;1;0;0;1;0;2;0;2;Y;Y;BUILDING template
MECHELEN - FH02;Buildingtype diff;10964;BL0222;2;29278273;10964;;;;Van Benedenlaan;10;;;;2020-07-15;Andreas Versteeven;SDU;1;0;0;1;;;;;Y;;BUILDING template
MECHELEN - FH02;Units bu diff;10964;BL0222;2;29278273;10964;;;;Van Benedenlaan;10;;;;2020-07-15;Andreas Versteeven;SDU;1;0;0;1;0;2;0;2;Y;Y;BUILDING template
MECHELEN - FH02;Units total diff;10964;BL0222;2;29278273;10964;;;;Van Benedenlaan;10;;;;2020-07-15;Andreas Versteeven;SDU;1;0;0;1;0;2;0;2;Y;Y;BUILDING template
MECHELEN - FH02;Quadrant diff;10970;BL0207;2;425234;10970;37766636;Korenmarkt 55_Moensstraat 1;Korenmarkt 55_Moensstraat 1;Korenmarkt;55;;D;;2019-12-10 18:10:11;Andreas Versteeven;MDU;1;0;0;1;1;0;0;1;Y;Y;BUILDING template
MECHELEN - FH02;Quadrant diff;10978;BL0204;5;425236;10978;;;;Onze-Lieve-Vrouwestraat;123;;C;B;2019-03-04 17:10:14;Andreas Versteeven;MDU;1;7;0;2;2;0;0;2;N;N;BUILDING template
MECHELEN - FH02;Units bu diff;10978;BL0204;5;425236;10978;;;;Onze-Lieve-Vrouwestraat;123;;C;;2019-03-04 17:10:14;Andreas Versteeven;MDU;1;7;0;2;2;0;0;2;N;N;BUILDING template
MECHELEN - FH02;Units lu diff;10978;BL0204;5;425236;10978;;;;Onze-Lieve-Vrouwestraat;123;;C;;2019-03-04 17:10:14;Andreas Versteeven;MDU;1;7;0;2;2;0;0;2;N;N;BUILDING template
MECHELEN - FH02;Units bu diff;10986;BL0232;6;425239;10986;;;;Hendrik Speecqvest;2;;C;;2020-08-04;Andreas Versteeven;MDU;1;6;1;8;2;5;1;8;N;N;BUILDING template
MECHELEN - FH02;Quadrant diff;10986;BL0232;6;425239;10986;;;;Hendrik Speecqvest;2;;C;B;2020-08-04;Andreas Versteeven;MDU;1;6;1;8;2;5;1;8;N;N;BUILDING template
MECHELEN - FH02;Units lu diff;10986;BL0232;6;425239;10986;;;;Hendrik Speecqvest;2;;C;;2020-08-04;Andreas Versteeven;MDU;1;6;1;8;2;5;1;8;N;N;BUILDING template
MECHELEN - FH02;Units lu diff;1279994;BL0232;6;425367;1279994;;;;Hendrik Speecqvest;60;;XA;;2020-08-04;Andreas Versteeven;MDU;0;5;1;6;0;7;0;7;Y;Y;BUILDING template
MECHELEN - FH02;Units total diff;1279994;BL0232;6;425367;1279994;;;;Hendrik Speecqvest;60;;XA;;2020-08-04;Andreas Versteeven;MDU;0;5;1;6;0;7;0;7;Y;Y;BUILDING template
MECHELEN - FH02;Units su diff;1279994;BL0232;6;425367;1279994;;;;Hendrik Speecqvest;60;;XA;;2020-08-04;Andreas Versteeven;MDU;0;5;1;6;0;7;0;7;Y;Y;BUILDING template
MECHELEN - FH02;Quadrant diff;1279994;BL0232;6;425367;1279994;;;;Hendrik Speecqvest;60;;XA;B;2020-08-04;Andreas Versteeven;MDU;0;5;1;6;0;7;0;7;Y;Y;BUILDING template
